"numGeoids","profile","category","variable","base","estimate","moe","cv","percent","percent_moe","is_reliable","comparison_estimate","comparison_moe","comparison_cv","comparison_percent","comparison_percent_moe","comparison_is_reliable","difference_estimate","difference_moe","difference_reliable","difference_percent","difference_percent_moe","difference_percent_reliable"
"","economic","health_insurance_coverage","empvhins","CvLFEm","18001","805","2.7","0.653","0.017","true","2778950","11243","0.2","0.726","0.002","true","-2760949","11271.782201586402","true","-7.299999999999997","1.711724276862369","true"
"","economic","health_insurance_coverage","hins","CvNIPop2","54031","1554","1.7","0.892","0.006","true","7672151","9602","0.1","0.916","0.001","true","-7618120","9726.937853199228","true","-2.4000000000000057","0.6082762530298219","true"
"","economic","health_insurance_coverage","nhins","CvNIPop2","6527","745","6.9","0.108","0.012","true","707744","9386","0.8","0.084","0.001","true","-701217","9415.520219297498","true","2.4000000000000004","1.2041594578792296","false"
"","economic","health_insurance_coverage","nlf2","NLF2","9526","614","3.9","1","0","true","1267386","10004","0.5","1","0","true","-1257860","10022.82455199132","true","0","0",""
"","economic","health_insurance_coverage","nlfhins","NLF2","8196","571","4.2","0.86","0.023","true","1108889","8357","0.5","0.875","0.003","true","-1100693","8376.48434607264","true","-1.5","2.3194827009486403","false"
"","economic","health_insurance_coverage","nlfnhins","NLF2","1330","218","9.9","0.14","0.021","true","158497","3812","1.5","0.125","0.003","true","-157167","3818.228384997419","true","1.5000000000000018","2.1213203435596424","false"
"","economic","health_insurance_coverage","nlfpbhins","NLF2","4850","441","5.5","0.509","0.033","true","672918","7068","0.6","0.531","0.004","true","-668068","7081.74448847175","true","-2.200000000000003","3.3241540277189325","false"
"","economic","health_insurance_coverage","nlfpvhins","NLF2","3793","395","6.3","0.398","0.033","true","514091","6051","0.7","0.406","0.004","true","-510298","6063.878791664622","true","-0.7999999999999972","3.3241540277189325","false"
"","economic","health_insurance_coverage","pbhins","CvNIPop2","25883","1330","3.1","0.427","0.018","true","3582878","13654","0.2","0.428","0.002","true","-3556995","13718.622962965343","true","-0.10000000000000142","1.8110770276274832","false"
"","economic","health_insurance_coverage","pvhins","CvNIPop2","32151","1376","2.6","0.531","0.017","true","4818542","18699","0.2","0.575","0.002","true","-4786391","18749.559381489475","true","-4.3999999999999915","1.711724276862369","false"
"","economic","health_insurance_coverage","u18nhins","CvNIU18_2","405","146","21.9","0.028","0.01","false","49352","2474","3","0.027","0.001","true","-48947","2478.3042589641814","true","0.10000000000000009","1.004987562112089","false"
"","economic","health_insurance_coverage","uem","UEm","2007","261","7.9","1","0","true","276948","4496","1","1","0","true","-274941","4503.569362183734","true","0","0",""
"","economic","health_insurance_coverage","uemhins","UEm","1576","231","8.9","0.785","0.053","true","224574","4158","1.1","0.811","0.006","true","-222998","4164.411723160908","true","-2.6000000000000085","5.333854141237834","false"
"","economic","health_insurance_coverage","uemnhins","UEm","431","129","18.3","0.215","0.058","true","52374","1870","2.2","0.189","0.006","true","-51943","1874.4441842850376","true","2.6000000000000014","5.830951894845301","false"
"","economic","health_insurance_coverage","uempbhins","UEm","903","172","11.6","0.45","0.062","true","139298","3383","1.5","0.503","0.008","true","-138395","3387.3696284875673","true","-5.299999999999997","6.251399843235114","false"
"","economic","health_insurance_coverage","uempvhins","UEm","698","162","14.1","0.348","0.067","true","96183","2458","1.6","0.347","0.007","true","-95485","2463.332701849265","true","0.10000000000000142","6.736467917239716","false"
