id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
RmFtSTIwMHBs,107,87,49.4276056017953,0.00959383125616426,0.00779100632948929,fami200pl,FamI200pl,Fam2,income_and_benefits,economic,False,,0,,,,False,222929,3638,1,0.118,0.002,True,,,,,,,-222822,3639.0401206911692,True,-10.840616874383572,0.8043617322209092,True
RmFtSTI1dDM0,1662,338.462701046954,12.3798075723377,0.149018201380794,0.0297472181106991,fami25t34,FamI25t34,Fam2,income_and_benefits,economic,True,,0,,,,False,160633,3131,1.2,0.085,0.002,True,,,,,,,-158971,3149.2408609060058,True,6.401820138079399,2.9814375481057867,False
RmFtSTM1dDQ5,1751,309.095454512033,10.7310092717156,0.156998117098539,0.0269823836642414,fami35t49,FamI35t49,Fam2,income_and_benefits,economic,True,,0,,,,False,210893,3279,0.9,0.112,0.002,True,,,,,,,-209142,3293.536245435899,True,4.499811709853899,2.7056404569053907,False
RmFtSTUwdDc0,1613,280.912797857271,10.5869595952819,0.144624764637317,0.0245037143809064,fami50t74,FamI50t74,Fam2,income_and_benefits,economic,True,,0,,,,False,287074,3475,0.7,0.152,0.002,True,,,,,,,-285461,3486.3357554888485,True,-0.7375235362683004,2.458519917472785,False
RmFtSTc1dDk5,1004,269.742469774413,16.3323889714342,0.090020622254102,0.0239120663128474,fami75t99,FamI75t99,Fam2,income_and_benefits,economic,True,,0,,,,False,214732,3170,0.9,0.114,0.002,True,,,,,,,-213728,3181.455798844296,True,-2.397937774589801,2.3995560325818848,False
RmFtSVUxMA==,1747,341.755760741498,11.8920584916391,0.156639469201112,0.0299853702837355,famiu10,FamIU10,Fam2,income_and_benefits,economic,True,,0,,,,False,112405,2509,1.4,0.06,0.001,True,,,,,,,-110658,2532.1686357744816,True,9.663946920111199,3.0002040448154985,True
RmFtUHZV,11153,449.418513192325,2.44958973892191,1,0,fampvu,FamPvU,FamPvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,9381,413.386018147687,2.67880280647255,1,0,True,1887978,7339,0.2,1,0,True,1772,610.6267272237596,False,0.18889244217034432,0.07099178224354893,False,0,0,-1876825,7352.7476496885165,True,0,0
RkYxMHQxMnA1,46,41,54.1826351262059,0,0,ff10t12p5,FF10t12p5,MdEFFTWrk,economic__special_variable,economic,False,248,0,,0,0,False,22815,0,,0,0,False,-202,41,True,-0.8145161290322581,0.16532258064516128,True,0,0,-22769,41,True,0,0
RkYxMnA1dDE1,200,90,27.355623100304,0,0,ff12p5t15,FF12p5t15,MdEFFTWrk,economic__special_variable,economic,False,252,0,,0,0,False,23183,0,,0,0,False,-52,90,False,-0.20634920634920634,0.35714285714285715,False,0,0,-22983,90,True,0,0
RkYxNXQxN3A1,332,133,24.352730069213,0,0,ff15t17p5,FF15t17p5,MdEFFTWrk,economic__special_variable,economic,False,256,0,,0,0,False,34778,0,,0,0,False,76,133,False,0.296875,0.51953125,False,0,0,-34446,133,True,0,0
